id,category,value
58085,CategoryB,250
58086,CategoryA,180
58087,CategoryC,220
58088,CategoryB,190
58089,CategoryA,210
58090,CategoryC,160
58091,CategoryA,100
58092,CategoryB,200
58093,CategoryA,150
58094,CategoryC,300
58095,CategoryB,250
58096,CategoryA,180
58097,CategoryC,220
58098,CategoryB,190
58099,CategoryA,210
58100,CategoryC,160
58101,CategoryA,100
58102,CategoryB,200
58103,CategoryA,150
58104,CategoryC,300
58105,CategoryB,250
58106,CategoryA,180
58107,CategoryC,220
58108,CategoryB,190
58109,CategoryA,210
58110,CategoryC,160
58111,CategoryA,100
58112,CategoryB,200
58113,CategoryA,150
58114,CategoryC,300
58115,CategoryB,250
58116,CategoryA,180
58117,CategoryC,220
58118,CategoryB,190
58119,CategoryA,210
58120,CategoryC,160
58121,CategoryA,100
58122,CategoryB,200
58123,CategoryA,150
58124,CategoryC,300
58125,CategoryB,250
58126,CategoryA,180
58127,CategoryC,220
58128,CategoryB,190
58129,CategoryA,210
58130,CategoryC,160
58131,CategoryA,100
58132,CategoryB,200
58133,CategoryA,150
58134,CategoryC,300
58135,CategoryB,250
58136,CategoryA,180
58137,CategoryC,220
58138,CategoryB,190
58139,CategoryA,210
58140,CategoryC,160
58141,CategoryA,100
58142,CategoryB,200
58143,CategoryA,150
58144,CategoryC,300
58145,CategoryB,250
58146,CategoryA,180
58147,CategoryC,220
58148,CategoryB,190
58149,CategoryA,210
58150,CategoryC,160
58151,CategoryA,100
58152,CategoryB,200
58153,CategoryA,150
58154,CategoryC,300
58155,CategoryB,250
58156,CategoryA,180
58157,CategoryC,220
58158,CategoryB,190
58159,CategoryA,210
58160,CategoryC,160
58161,CategoryA,100
58162,CategoryB,200
58163,CategoryA,150
58164,CategoryC,300
58165,CategoryB,250
58166,CategoryA,180
58167,CategoryC,220
58168,CategoryB,190
58169,CategoryA,210
58170,CategoryC,160
58171,CategoryA,100
58172,CategoryB,200
58173,CategoryA,150
58174,CategoryC,300
58175,CategoryB,250
58176,CategoryA,180
58177,CategoryC,220
58178,CategoryB,190
58179,CategoryA,210
58180,CategoryC,160
58181,CategoryA,100
58182,CategoryB,200
58183,CategoryA,150
58184,CategoryC,300
58185,CategoryB,250
58186,CategoryA,180
58187,CategoryC,220
58188,CategoryB,190
58189,CategoryA,210
58190,CategoryC,160
58191,CategoryA,100
58192,CategoryB,200
58193,CategoryA,150
58194,CategoryC,300
58195,CategoryB,250
58196,CategoryA,180
58197,CategoryC,220
58198,CategoryB,190
58199,CategoryA,210
58200,CategoryC,160
58201,CategoryA,100
58202,CategoryB,200
58203,CategoryA,150
58204,CategoryC,300
58205,CategoryB,250
58206,CategoryA,180
58207,CategoryC,220
58208,CategoryB,190
58209,CategoryA,210
58210,CategoryC,160
58211,CategoryA,100
58212,CategoryB,200
58213,CategoryA,150
58214,CategoryC,300
58215,CategoryB,250
58216,CategoryA,180
58217,CategoryC,220
58218,CategoryB,190
58219,CategoryA,210
58220,CategoryC,160
58221,CategoryA,100
58222,CategoryB,200
58223,CategoryA,150
58224,CategoryC,300
58225,CategoryB,250
58226,CategoryA,180
58227,CategoryC,220
58228,CategoryB,190
58229,CategoryA,210
58230,CategoryC,160
58231,CategoryA,100
58232,CategoryB,200
58233,CategoryA,150
58234,CategoryC,300
58235,CategoryB,250
58236,CategoryA,180
58237,CategoryC,220
58238,CategoryB,190
58239,CategoryA,210
58240,CategoryC,160
58241,CategoryA,100
58242,CategoryB,200
58243,CategoryA,150
58244,CategoryC,300
58245,CategoryB,250
58246,CategoryA,180
58247,CategoryC,220
58248,CategoryB,190
58249,CategoryA,210
58250,CategoryC,160
58251,CategoryA,100
58252,CategoryB,200
58253,CategoryA,150
58254,CategoryC,300
58255,CategoryB,250
58256,CategoryA,180
58257,CategoryC,220
58258,CategoryB,190
58259,CategoryA,210
58260,CategoryC,160
58261,CategoryA,100
58262,CategoryB,200
58263,CategoryA,150
58264,CategoryC,300
58265,CategoryB,250
58266,CategoryA,180
58267,CategoryC,220
58268,CategoryB,190
58269,CategoryA,210
58270,CategoryC,160
58271,CategoryA,100
58272,CategoryB,200
58273,CategoryA,150
58274,CategoryC,300
58275,CategoryB,250
58276,CategoryA,180
58277,CategoryC,220
58278,CategoryB,190
58279,CategoryA,210
58280,CategoryC,160
58281,CategoryA,100
58282,CategoryB,200
58283,CategoryA,150
58284,CategoryC,300
58285,CategoryB,250
58286,CategoryA,180
58287,CategoryC,220
58288,CategoryB,190
58289,CategoryA,210
58290,CategoryC,160
58291,CategoryA,100
58292,CategoryB,200
58293,CategoryA,150
58294,CategoryC,300
58295,CategoryB,250
58296,CategoryA,180
58297,CategoryC,220
58298,CategoryB,190
58299,CategoryA,210
58300,CategoryC,160
58301,CategoryA,100
58302,CategoryB,200
58303,CategoryA,150
58304,CategoryC,300
58305,CategoryB,250
58306,CategoryA,180
58307,CategoryC,220
58308,CategoryB,190
58309,CategoryA,210
58310,CategoryC,160
58311,CategoryA,100
58312,CategoryB,200
58313,CategoryA,150
58314,CategoryC,300
58315,CategoryB,250
58316,CategoryA,180
58317,CategoryC,220
58318,CategoryB,190
58319,CategoryA,210
58320,CategoryC,160
58321,CategoryA,100
58322,CategoryB,200
58323,CategoryA,150
58324,CategoryC,300
58325,CategoryB,250
58326,CategoryA,180
58327,CategoryC,220
58328,CategoryB,190
58329,CategoryA,210
58330,CategoryC,160
58331,CategoryA,100
58332,CategoryB,200
58333,CategoryA,150
58334,CategoryC,300
58335,CategoryB,250
58336,CategoryA,180
58337,CategoryC,220
58338,CategoryB,190
58339,CategoryA,210
58340,CategoryC,160
58341,CategoryA,100
58342,CategoryB,200
58343,CategoryA,150
58344,CategoryC,300
58345,CategoryB,250
58346,CategoryA,180
58347,CategoryC,220
58348,CategoryB,190
58349,CategoryA,210
58350,CategoryC,160
58351,CategoryA,100
58352,CategoryB,200
58353,CategoryA,150
58354,CategoryC,300
58355,CategoryB,250
58356,CategoryA,180
58357,CategoryC,220
58358,CategoryB,190
58359,CategoryA,210
58360,CategoryC,160
58361,CategoryA,100
58362,CategoryB,200
58363,CategoryA,150
58364,CategoryC,300
58365,CategoryB,250
58366,CategoryA,180
58367,CategoryC,220
58368,CategoryB,190
58369,CategoryA,210
58370,CategoryC,160
58371,CategoryA,100
58372,CategoryB,200
58373,CategoryA,150
58374,CategoryC,300
58375,CategoryB,250
58376,CategoryA,180
58377,CategoryC,220
58378,CategoryB,190
58379,CategoryA,210
58380,CategoryC,160
58381,CategoryA,100
58382,CategoryB,200
58383,CategoryA,150
58384,CategoryC,300
58385,CategoryB,250
58386,CategoryA,180
58387,CategoryC,220
58388,CategoryB,190
58389,CategoryA,210
58390,CategoryC,160
58391,CategoryA,100
58392,CategoryB,200
58393,CategoryA,150
58394,CategoryC,300
58395,CategoryB,250
58396,CategoryA,180
58397,CategoryC,220
58398,CategoryB,190
58399,CategoryA,210
58400,CategoryC,160
58401,CategoryA,100
58402,CategoryB,200
58403,CategoryA,150
58404,CategoryC,300
58405,CategoryB,250
58406,CategoryA,180
58407,CategoryC,220
58408,CategoryB,190
58409,CategoryA,210
58410,CategoryC,160
58411,CategoryA,100
58412,CategoryB,200
58413,CategoryA,150
58414,CategoryC,300
58415,CategoryB,250
58416,CategoryA,180
58417,CategoryC,220
58418,CategoryB,190
58419,CategoryA,210
58420,CategoryC,160
58421,CategoryA,100
58422,CategoryB,200
58423,CategoryA,150
58424,CategoryC,300
58425,CategoryB,250
58426,CategoryA,180
58427,CategoryC,220
58428,CategoryB,190
58429,CategoryA,210
58430,CategoryC,160
58431,CategoryA,100
58432,CategoryB,200
58433,CategoryA,150
58434,CategoryC,300
58435,CategoryB,250
58436,CategoryA,180
58437,CategoryC,220
58438,CategoryB,190
58439,CategoryA,210
58440,CategoryC,160
58441,CategoryA,100
58442,CategoryB,200
58443,CategoryA,150
58444,CategoryC,300
58445,CategoryB,250
58446,CategoryA,180
58447,CategoryC,220
58448,CategoryB,190
58449,CategoryA,210
58450,CategoryC,160
58451,CategoryA,100
58452,CategoryB,200
58453,CategoryA,150
58454,CategoryC,300
58455,CategoryB,250
58456,CategoryA,180
58457,CategoryC,220
58458,CategoryB,190
58459,CategoryA,210
58460,CategoryC,160
58461,CategoryA,100
58462,CategoryB,200
58463,CategoryA,150
58464,CategoryC,300
58465,CategoryB,250
58466,CategoryA,180
58467,CategoryC,220
58468,CategoryB,190
58469,CategoryA,210
58470,CategoryC,160
58471,CategoryA,100
58472,CategoryB,200
58473,CategoryA,150
58474,CategoryC,300
58475,CategoryB,250
58476,CategoryA,180
58477,CategoryC,220
58478,CategoryB,190
58479,CategoryA,210
58480,CategoryC,160
58481,CategoryA,100
58482,CategoryB,200
58483,CategoryA,150
58484,CategoryC,300
58485,CategoryB,250
58486,CategoryA,180
58487,CategoryC,220
58488,CategoryB,190
58489,CategoryA,210
58490,CategoryC,160
58491,CategoryA,100
58492,CategoryB,200
58493,CategoryA,150
58494,CategoryC,300
58495,CategoryB,250
58496,CategoryA,180
58497,CategoryC,220
58498,CategoryB,190
58499,CategoryA,210
58500,CategoryC,160
58501,CategoryA,100
58502,CategoryB,200
58503,CategoryA,150
58504,CategoryC,300
58505,CategoryB,250
58506,CategoryA,180
58507,CategoryC,220
58508,CategoryB,190
58509,CategoryA,210
58510,CategoryC,160
58511,CategoryA,100
58512,CategoryB,200
58513,CategoryA,150
58514,CategoryC,300
58515,CategoryB,250
58516,CategoryA,180
58517,CategoryC,220
58518,CategoryB,190
58519,CategoryA,210
58520,CategoryC,160
58521,CategoryA,100
58522,CategoryB,200
58523,CategoryA,150
58524,CategoryC,300
58525,CategoryB,250
58526,CategoryA,180
58527,CategoryC,220
58528,CategoryB,190
58529,CategoryA,210
58530,CategoryC,160
58531,CategoryA,100
58532,CategoryB,200
58533,CategoryA,150
58534,CategoryC,300
58535,CategoryB,250
58536,CategoryA,180
58537,CategoryC,220
58538,CategoryB,190
58539,CategoryA,210
58540,CategoryC,160
58541,CategoryA,100
58542,CategoryB,200
58543,CategoryA,150
58544,CategoryC,300
58545,CategoryB,250
58546,CategoryA,180
58547,CategoryC,220
58548,CategoryB,190
58549,CategoryA,210
58550,CategoryC,160
58551,CategoryA,100
58552,CategoryB,200
58553,CategoryA,150
58554,CategoryC,300
58555,CategoryB,250
58556,CategoryA,180
58557,CategoryC,220
58558,CategoryB,190
58559,CategoryA,210
58560,CategoryC,160
58561,CategoryA,100
58562,CategoryB,200
58563,CategoryA,150
58564,CategoryC,300
58565,CategoryB,250
58566,CategoryA,180
58567,CategoryC,220
58568,CategoryB,190
58569,CategoryA,210
58570,CategoryC,160
58571,CategoryA,100
58572,CategoryB,200
58573,CategoryA,150
58574,CategoryC,300
58575,CategoryB,250
58576,CategoryA,180
58577,CategoryC,220
58578,CategoryB,190
58579,CategoryA,210
58580,CategoryC,160
58581,CategoryA,100
58582,CategoryB,200
58583,CategoryA,150
58584,CategoryC,300
58585,CategoryB,250
58586,CategoryA,180
58587,CategoryC,220
58588,CategoryB,190
58589,CategoryA,210
58590,CategoryC,160
58591,CategoryA,100
58592,CategoryB,200
58593,CategoryA,150
58594,CategoryC,300
58595,CategoryB,250
58596,CategoryA,180
58597,CategoryC,220
58598,CategoryB,190
58599,CategoryA,210
58600,CategoryC,160
58601,CategoryA,100
58602,CategoryB,200
58603,CategoryA,150
58604,CategoryC,300
58605,CategoryB,250
58606,CategoryA,180
58607,CategoryC,220
58608,CategoryB,190
58609,CategoryA,210
58610,CategoryC,160
58611,CategoryA,100
58612,CategoryB,200
58613,CategoryA,150
58614,CategoryC,300
58615,CategoryB,250
58616,CategoryA,180
58617,CategoryC,220
58618,CategoryB,190
58619,CategoryA,210
58620,CategoryC,160
58621,CategoryA,100
58622,CategoryB,200
58623,CategoryA,150
58624,CategoryC,300
58625,CategoryB,250
58626,CategoryA,180
58627,CategoryC,220
58628,CategoryB,190
58629,CategoryA,210
58630,CategoryC,160
58631,CategoryA,100
58632,CategoryB,200
58633,CategoryA,150
58634,CategoryC,300
58635,CategoryB,250
58636,CategoryA,180
58637,CategoryC,220
58638,CategoryB,190
58639,CategoryA,210
58640,CategoryC,160
58641,CategoryA,100
58642,CategoryB,200
58643,CategoryA,150
58644,CategoryC,300
58645,CategoryB,250
58646,CategoryA,180
58647,CategoryC,220
58648,CategoryB,190
58649,CategoryA,210
58650,CategoryC,160
58651,CategoryA,100
58652,CategoryB,200
58653,CategoryA,150
58654,CategoryC,300
58655,CategoryB,250
58656,CategoryA,180
58657,CategoryC,220
58658,CategoryB,190
58659,CategoryA,210
58660,CategoryC,160
58661,CategoryA,100
58662,CategoryB,200
58663,CategoryA,150
58664,CategoryC,300
58665,CategoryB,250
58666,CategoryA,180
58667,CategoryC,220
58668,CategoryB,190
58669,CategoryA,210
58670,CategoryC,160
58671,CategoryA,100
58672,CategoryB,200
58673,CategoryA,150
58674,CategoryC,300
58675,CategoryB,250
58676,CategoryA,180
58677,CategoryC,220
58678,CategoryB,190
58679,CategoryA,210
58680,CategoryC,160
58681,CategoryA,100
58682,CategoryB,200
58683,CategoryA,150
58684,CategoryC,300
58685,CategoryB,250
58686,CategoryA,180
58687,CategoryC,220
58688,CategoryB,190
58689,CategoryA,210
58690,CategoryC,160
58691,CategoryA,100
58692,CategoryB,200
58693,CategoryA,150
58694,CategoryC,300
58695,CategoryB,250
58696,CategoryA,180
58697,CategoryC,220
58698,CategoryB,190
58699,CategoryA,210
58700,CategoryC,160
58701,CategoryA,100
58702,CategoryB,200
58703,CategoryA,150
58704,CategoryC,300
58705,CategoryB,250
58706,CategoryA,180
58707,CategoryC,220
58708,CategoryB,190
58709,CategoryA,210
58710,CategoryC,160
58711,CategoryA,100
58712,CategoryB,200
58713,CategoryA,150
58714,CategoryC,300
58715,CategoryB,250
58716,CategoryA,180
58717,CategoryC,220
58718,CategoryB,190
58719,CategoryA,210
58720,CategoryC,160
58721,CategoryA,100
58722,CategoryB,200
58723,CategoryA,150
58724,CategoryC,300
58725,CategoryB,250
58726,CategoryA,180
58727,CategoryC,220
58728,CategoryB,190
58729,CategoryA,210
58730,CategoryC,160
58731,CategoryA,100
58732,CategoryB,200
58733,CategoryA,150
58734,CategoryC,300
58735,CategoryB,250
58736,CategoryA,180
58737,CategoryC,220
58738,CategoryB,190
58739,CategoryA,210
58740,CategoryC,160
58741,CategoryA,100
58742,CategoryB,200
58743,CategoryA,150
58744,CategoryC,300
58745,CategoryB,250
58746,CategoryA,180
58747,CategoryC,220
58748,CategoryB,190
58749,CategoryA,210
58750,CategoryC,160
58751,CategoryA,100
58752,CategoryB,200
58753,CategoryA,150
58754,CategoryC,300
58755,CategoryB,250
58756,CategoryA,180
58757,CategoryC,220
58758,CategoryB,190
58759,CategoryA,210
58760,CategoryC,160
58761,CategoryA,100
58762,CategoryB,200
58763,CategoryA,150
58764,CategoryC,300
58765,CategoryB,250
58766,CategoryA,180
58767,CategoryC,220
58768,CategoryB,190
58769,CategoryA,210
58770,CategoryC,160
58771,CategoryA,100
58772,CategoryB,200
58773,CategoryA,150
58774,CategoryC,300
58775,CategoryB,250
58776,CategoryA,180
58777,CategoryC,220
58778,CategoryB,190
58779,CategoryA,210
58780,CategoryC,160
58781,CategoryA,100
58782,CategoryB,200
58783,CategoryA,150
58784,CategoryC,300
58785,CategoryB,250
58786,CategoryA,180
58787,CategoryC,220
58788,CategoryB,190
58789,CategoryA,210
58790,CategoryC,160
58791,CategoryA,100
58792,CategoryB,200
58793,CategoryA,150
58794,CategoryC,300
58795,CategoryB,250
58796,CategoryA,180
58797,CategoryC,220
58798,CategoryB,190
58799,CategoryA,210
58800,CategoryC,160
58801,CategoryA,100
58802,CategoryB,200
58803,CategoryA,150
58804,CategoryC,300
58805,CategoryB,250
58806,CategoryA,180
58807,CategoryC,220
58808,CategoryB,190
58809,CategoryA,210
58810,CategoryC,160
58811,CategoryA,100
58812,CategoryB,200
58813,CategoryA,150
58814,CategoryC,300
58815,CategoryB,250
58816,CategoryA,180
58817,CategoryC,220
58818,CategoryB,190
58819,CategoryA,210
58820,CategoryC,160
58821,CategoryA,100
58822,CategoryB,200
58823,CategoryA,150
58824,CategoryC,300
58825,CategoryB,250
58826,CategoryA,180
58827,CategoryC,220
58828,CategoryB,190
58829,CategoryA,210
58830,CategoryC,160
58831,CategoryA,100
58832,CategoryB,200
58833,CategoryA,150
58834,CategoryC,300
58835,CategoryB,250
58836,CategoryA,180
58837,CategoryC,220
58838,CategoryB,190
58839,CategoryA,210
58840,CategoryC,160
58841,CategoryA,100
58842,CategoryB,200
58843,CategoryA,150
58844,CategoryC,300
58845,CategoryB,250
58846,CategoryA,180
58847,CategoryC,220
58848,CategoryB,190
58849,CategoryA,210
58850,CategoryC,160
58851,CategoryA,100
58852,CategoryB,200
58853,CategoryA,150
58854,CategoryC,300
58855,CategoryB,250
58856,CategoryA,180
58857,CategoryC,220
58858,CategoryB,190
58859,CategoryA,210
58860,CategoryC,160
58861,CategoryA,100
58862,CategoryB,200
58863,CategoryA,150
58864,CategoryC,300
58865,CategoryB,250
58866,CategoryA,180
58867,CategoryC,220
58868,CategoryB,190
58869,CategoryA,210
58870,CategoryC,160
58871,CategoryA,100
58872,CategoryB,200
58873,CategoryA,150
58874,CategoryC,300
58875,CategoryB,250
58876,CategoryA,180
58877,CategoryC,220
58878,CategoryB,190
58879,CategoryA,210
58880,CategoryC,160
58881,CategoryA,100
58882,CategoryB,200
58883,CategoryA,150
58884,CategoryC,300
58885,CategoryB,250
58886,CategoryA,180
58887,CategoryC,220
58888,CategoryB,190
58889,CategoryA,210
58890,CategoryC,160
58891,CategoryA,100
58892,CategoryB,200
58893,CategoryA,150
58894,CategoryC,300
58895,CategoryB,250
58896,CategoryA,180
58897,CategoryC,220
58898,CategoryB,190
58899,CategoryA,210
58900,CategoryC,160
58901,CategoryA,100
58902,CategoryB,200
58903,CategoryA,150
58904,CategoryC,300
58905,CategoryB,250
58906,CategoryA,180
58907,CategoryC,220
58908,CategoryB,190
58909,CategoryA,210
58910,CategoryC,160
58911,CategoryA,100
58912,CategoryB,200
58913,CategoryA,150
58914,CategoryC,300
58915,CategoryB,250
58916,CategoryA,180
58917,CategoryC,220
58918,CategoryB,190
58919,CategoryA,210
58920,CategoryC,160
58921,CategoryA,100
58922,CategoryB,200
58923,CategoryA,150
58924,CategoryC,300
58925,CategoryB,250
58926,CategoryA,180
58927,CategoryC,220
58928,CategoryB,190
58929,CategoryA,210
58930,CategoryC,160
58931,CategoryA,100
58932,CategoryB,200
58933,CategoryA,150
58934,CategoryC,300
58935,CategoryB,250
58936,CategoryA,180
58937,CategoryC,220
58938,CategoryB,190
58939,CategoryA,210
58940,CategoryC,160
58941,CategoryA,100
58942,CategoryB,200
58943,CategoryA,150
58944,CategoryC,300
58945,CategoryB,250
58946,CategoryA,180
58947,CategoryC,220
58948,CategoryB,190
58949,CategoryA,210
58950,CategoryC,160
58951,CategoryA,100
58952,CategoryB,200
58953,CategoryA,150
58954,CategoryC,300
58955,CategoryB,250
58956,CategoryA,180
58957,CategoryC,220
58958,CategoryB,190
58959,CategoryA,210
58960,CategoryC,160
58961,CategoryA,100
58962,CategoryB,200
58963,CategoryA,150
58964,CategoryC,300
58965,CategoryB,250
58966,CategoryA,180
58967,CategoryC,220
58968,CategoryB,190
58969,CategoryA,210
58970,CategoryC,160
58971,CategoryA,100
58972,CategoryB,200
58973,CategoryA,150
58974,CategoryC,300
58975,CategoryB,250
58976,CategoryA,180
58977,CategoryC,220
58978,CategoryB,190
58979,CategoryA,210
58980,CategoryC,160
58981,CategoryA,100
58982,CategoryB,200
58983,CategoryA,150
58984,CategoryC,300
58985,CategoryB,250
58986,CategoryA,180
58987,CategoryC,220
58988,CategoryB,190
58989,CategoryA,210
58990,CategoryC,160
58991,CategoryA,100
58992,CategoryB,200
58993,CategoryA,150
58994,CategoryC,300
58995,CategoryB,250
58996,CategoryA,180
58997,CategoryC,220
58998,CategoryB,190
58999,CategoryA,210
59000,CategoryC,160
59001,CategoryA,100
59002,CategoryB,200
59003,CategoryA,150
59004,CategoryC,300
59005,CategoryB,250
59006,CategoryA,180
59007,CategoryC,220
59008,CategoryB,190
59009,CategoryA,210
59010,CategoryC,160
59011,CategoryA,100
59012,CategoryB,200
59013,CategoryA,150
59014,CategoryC,300
59015,CategoryB,250
59016,CategoryA,180
59017,CategoryC,220
59018,CategoryB,190
59019,CategoryA,210
59020,CategoryC,160
59021,CategoryA,100
59022,CategoryB,200
59023,CategoryA,150
59024,CategoryC,300
59025,CategoryB,250
59026,CategoryA,180
59027,CategoryC,220
59028,CategoryB,190
59029,CategoryA,210
59030,CategoryC,160
59031,CategoryA,100
59032,CategoryB,200
59033,CategoryA,150
59034,CategoryC,300
59035,CategoryB,250
59036,CategoryA,180
59037,CategoryC,220
59038,CategoryB,190
59039,CategoryA,210
59040,CategoryC,160
59041,CategoryA,100
59042,CategoryB,200
59043,CategoryA,150
59044,CategoryC,300
59045,CategoryB,250
59046,CategoryA,180
59047,CategoryC,220
59048,CategoryB,190
59049,CategoryA,210
59050,CategoryC,160
59051,CategoryA,100
59052,CategoryB,200
59053,CategoryA,150
59054,CategoryC,300
59055,CategoryB,250
59056,CategoryA,180
59057,CategoryC,220
59058,CategoryB,190
59059,CategoryA,210
59060,CategoryC,160
59061,CategoryA,100
59062,CategoryB,200
